n	water volume V	water input Qd1	water input Qd2	water output Qo	concentration c	concentration cd1	concentration cd2
64	10,008105813674614	0	0,05	0,08333333333333333	0,2538118723776608	0,5	0,2
65	9,99275172367279	0	0,05	0,08333333333333333	0,2536774516556493	0,5	0,2
66	10,006440116369307	0	0,05	0,08333333333333333	0,2535431606887065	0,5	0,2
67	9,994279773524465	0	0,05	0,08333333333333333	0,2534093889375492	0,5	0,2
68	10,005085041845017	0	0,05	0,08333333333333333	0,25327578904304	0,5	0,2
69	9,995478510276211	0	0,05	0,08333333333333333	0,2531426672634144	0,5	0,2
70	10,004020148790216	0	0,05	0,08333333333333333	0,2530097504970765	0,5	0,2
71	9,996425779063397	0	0,05	0,08333333333333333	0,2528772793761955	0,5	0,2
72	10,003177747365577	0	0,05	0,08333333333333333	0,25274503891209144	0,5	0,2
73	9,997174729299825	0	0,05	0,08333333333333333	0,252613218204102	0,5	0,2
74	10,00251189565418	0	0,05	0,08333333333333333	0,2524816479864436	0,5	0,2
75	9,997766721253896	0	0,05	0,08333333333333333	0,252350476815307	0,5	0,2
76	10,001985564994477	0	0,05	0,08333333333333333	0,252219571388438	0,5	0,2
77	9,998234672564488	0	0,05	0,08333333333333333	0,2520890483761593	0,5	0,2
78	10,001569518555332	0	0,05	0,08333333333333333	0,2519588027626034	0,5	0,2
79	9,99860457132034	0	0,05	0,08333333333333333	0,2518289261400738	0,5	0,2
80	10,001240648724577	0	0,05	0,08333333333333333	0,2516993357413077	0,5	0,2
81	9,99889696315133	0	0,05	0,08333333333333333	0,251570103435144	0,5	0,2
82	10,000980688784129	0	0,05	0,08333333333333333	0,25144116395405625	0,5	0,2
83	9,999128088519603	0	0,05	0,08333333333333333	0,2513125736548775	0,5	0,2
84	10,000775199678065	0	0,05	0,08333333333333333	0,2511842810347595	0,5	0,2
85	9,999310784919833	0	0,05	0,08333333333333333	0,25105633025091323	0,5	0,2
86	10,000612767832804	0	0,05	0,08333333333333333	0,2509286806274814	0,5	0,2
87	9,99945519994016	0	0,05	0,08333333333333333	0,25080136672729897	0,5	0,2
88	10,000484371224	0	0,05	0,08333333333333333	0,25067435639095687	0,5	0,2
89	9,999569354888273	0	0,05	0,08333333333333333	0,25054767663598226	0,5	0,2
90	10,000382878261684	0	0,05	0,08333333333333333	0,2504213020021305	0,5	0,2
91	9,999659590323267	0	0,05	0,08333333333333333	0,2502952535732455	0,5	0,2
92	10,000302651677073	0	0,05	0,08333333333333333	0,25016951115891894	0,5	0,2
93	9,999730918232071	0	0,05	0,08333333333333333	0,2500440911768784	0,5	0,2
94	10,000315539322077	0,00015260782560702068	0,05	0,08333333333333333	0,2499189775823575	0,5	0,2
95	10,00134200062857	0,003429876865975245	0,05	0,08333333333333333	0,24979609223197047	0,5	0,2
96	10,001623473499995	0,009764732488481797	0,05	0,08333333333333333	0,24971452137795577	0,5	0,2
97	10,001836339694119	0,01787736181826531	0,05	0,08333333333333333	0,24971243395062398	0,5	0,2
98	10,00107288879611	0,025305570963255516	0,05	0,08333333333333333	0,24981185867683417	0,5	0,2
99	10,000077141415344	0,029246707661857836	0,05	0,08333333333333333	0,25000386611809977	0,5	0,2
100	9,998480850487566	0,027389120967233532	0,05	0,08333333333333333	0,2502444327892511	0,5	0,2
101	9,997289330733791	0,01888651611588869	0,05	0,08333333333333333	0,25046088386156085	0,5	0,2
102	9,996499179424362	0,00502534115455972	0,05	0,08333333333333333	0,2505704075670859	0,5	0,2
103	10,002303347787027	0	0,05	0,08333333333333333	0,2505066326615189	0,5	0,2
104	9,998787630533583	0	0,05	0,08333333333333333	0,2503803951567528	0,5	0,2
105	10,000992684134514	0	0,05	0,08333333333333333	0,2502544288970962	0,5	0,2
106	9,999041423513257	0	0,05	0,08333333333333333	0,2501288052953091	0,5	0,2
107	10,000877865841707	0	0,05	0,08333333333333333	0,25000347126784567	0,5	0,2
108	9,999807406852796	0,0011695094922060888	0,05	0,08333333333333333	0,2498784735627976	0,5	0,2
109	10,002188815525495	0,005458439827020812	0,05	0,08333333333333333	0,24976840123394164	0,5	0,2
110	10,001037143585677	0,01240813843447839	0,05	0,08333333333333333	0,24971228621963243	0,5	0,2
111	10,002188534634994	0,020341694278813095	0,05	0,08333333333333333	0,2497432825193738	0,5	0,2
112	10,000228544350566	0,02667360843343829	0,05	0,08333333333333333	0,24987342811217214	0,5	0,2
113	10,000024421130103	0,028745797763023974	0,05	0,08333333333333333	0,25008232867945396	0,5	0,2
114	9,997668484039158	0,02471132586490299	0,05	0,08333333333333333	0,2503163264281657	0,5	0,2
115	9,997386584585247	0,014415521469720716	0,05	0,08333333333333333	0,25049907895217693	0,5	0,2
116	9,996364008896611	0	0,05	0,08333333333333333	0,25055267955706517	0,5	0,2
117	10,005016766434238	0	0,05	0,08333333333333333	0,25042625188918494	0,5	0,2
118	9,995833695794829	0	0,05	0,08333333333333333	0,25030024947193175	0,5	0,2
119	10,003441503805757	0	0,05	0,08333333333333333	0,2501744464348797	0,5	0,2
120	9,996962560431795	0	0,05	0,08333333333333333	0,2500490534728281	0,5	0,2
121	10,002743438735488	3,615186334471332e-05	0,05	0,08333333333333333	0,2499238928223548	0,5	0,2
122	9,999126445531672	0,0031904451649914733	0,05	0,08333333333333333	0,24979956923357646	0,5	0,2
123	10,003570109909184	0,009447420480691448	0,05	0,08333333333333333	0,24971497545849639	0,5	0,2
124	10,000124863176447	0,017575943699890927	0,05	0,08333333333333333	0,249708917575924	0,5	0,2
125	10,002656590354679	0,02513117844927777	0,05	0,08333333333333333	0,24980459918593673	0,5	0,2
126	9,998764566402096	0,02929374992146947	0,05	0,08333333333333333	0,2499944225229396	0,5	0,2
127	9,999752330602838	0,02769938405985215	0,05	0,08333333333333333	0,25023564631150885	0,5	0,2
128	9,996236504300649	0,019417577899589134	0,05	0,08333333333333333	0,25045597859055024	0,5	0,2
129	9,997452363325793	0,005646925654727398	0,05	0,08333333333333333	0,25057215939242344	0,5	0,2
130	10,001132753163786	0	0,05	0,08333333333333333	0,25051613974577824	0,5	0,2
131	9,999894612092033	0	0,05	0,08333333333333333	0,2503898637003728	0,5	0,2
132	10,000030864417047	0	0,05	0,08333333333333333	0,2502638877134873	0,5	0,2
133	9,999884390197261	0	0,05	0,08333333333333333	0,25013822838204375	0,5	0,2
134	10,000128450248695	0	0,05	0,08333333333333333	0,2500128813619542	0,5	0,2
135	10,000357734746665	0,0009348670422269833	0,05	0,08333333333333333	0,24988785076457046	0,5	0,2
136	10,001606857935812	0,004989547545181238	0,05	0,08333333333333333	0,24977482626119726	0,5	0,2
137	10,001515779847578	0,011796525596862749	0,05	0,08333333333333333	0,24971282467838635	0,5	0,2
138	10,001801978848137	0,019770860668626253	0,05	0,08333333333333333	0,24973616503231896	0,5	0,2
139	10,000694949890056	0,026355953410349995	0,05	0,08333333333333333	0,24985919901985096	0,5	0,2
140	9,999795501279365	0,02886018900559932	0,05	0,08333333333333333	0,25006417174255724	0,5	0,2
141	9,998070968189138	0,02532959390214131	0,05	0,08333333333333333	0,2502996758913696	0,5	0,2
142	9,997173637461579	0,015449289587034797	0,05	0,08333333333333333	0,2504902038454348	0,5	0,2
143	9,996518441063749	0,0010698552993609663	0,05	0,08333333333333333	0,2505567345946026	0,5	0,2
144	10,004335599122808	0	0,05	0,08333333333333333	0,25044364679590164	0,5	0,2
145	9,99655794489963	0	0,05	0,08333333333333333	0,2503175923310746	0,5	0,2
146	10,00283373676719	0	0,05	0,08333333333333333	0,2501917550363567	0,5	0,2
147	9,99748194617392	0	0,05	0,08333333333333333	0,250066311196248	0,5	0,2
148	10,002263943688568	0	0,05	0,08333333333333333	0,24994111389290252	0,5	0,2
149	9,999344091782179	0,002724774736996949	0,05	0,08333333333333333	0,24981628936773986	0,5	0,2
150	10,003215161711923	0,008566855529561934	0,05	0,08333333333333333	0,2497258274235642	0,5	0,2
151	10,000381488812023	0,01646243272686121	0,05	0,08333333333333333	0,24970872148880208	0,5	0,2
152	10,002512789884815	0,024125203266528672	0,05	0,08333333333333333	0,24979046673332098	0,5	0,2
153	9,999126855513744	0,028778977670207696	0,05	0,08333333333333333	0,2499677638079222	0,5	0,2
154	9,99977236352828	0,027986758550297707	0,05	0,08333333333333333	0,2502026485143412	0,5	0,2
155	9,996574393708702	0,020613417015124466	0,05	0,08333333333333333	0,2504266979013632	0,5	0,2
156	9,997398829474447	0,007563531342878346	0,05	0,08333333333333333	0,2505579040302639	0,5	0,2
157	10,00012996744123	0	0,05	0,08333333333333333	0,2505258340838033	0,5	0,2
158	10,000979947601442	0	0,05	0,08333333333333333	0,2503995211402508	0,5	0,2
159	9,9991431844586	0	0,05	0,08333333333333333	0,2502735346834128	0,5	0,2
160	10,000635516070986	0	0,05	0,08333333333333333	0,25014784007699503	0,5	0,2
161	9,999459982224192	0	0,05	0,08333333333333333	0,2500224784437358	0,5	0,2
162	10,00083714701139	0,0006962014503137937	0,05	0,08333333333333333	0,24989741549400488	0,5	0,2
163	10,001085467740879	0,00451195290584252	0,05	0,08333333333333333	0,24978138775760014	0,5	0,2
164	10,001939414980518	0,011173096548483842	0,05	0,08333333333333333	0,24971339039883023	0,5	0,2
165	10,001464998126098	0,019188515804622597	0,05	0,08333333333333333	0,24972892773219277	0,5	0,2
166	10,001119482274909	0,026031218768341094	0,05	0,08333333333333333	0,24984470497280076	0,5	0,2
167	9,999607344275123	0,02897565019514943	0,05	0,08333333333333333	0,2500456630740111	0,5	0,2
168	9,998441154624018	0,025958805838624248	0,05	0,08333333333333333	0,2502826876948099	0,5	0,2
169	9,99699245838757	0,0165025658066611	0,05	0,08333333333333333	0,25048113007090456	0,5	0,2
170	9,996706150157266	0,0022844362032820725	0,05	0,08333333333333333	0,2505608362962567	0,5	0,2
171	10,003539163746694	0	0,05	0,08333333333333333	0,25046289333738014	0,5	0,2
172	9,9973958289927	0	0,05	0,08333333333333333	0,2503367807373509	0,5	0,2
173	10,002132223968296	0	0,05	0,08333333333333333	0,25021090600557483	0,5	0,2
174	9,998081888562394	0	0,05	0,08333333333333333	0,25008540550007946	0,5	0,2
175	10,001730672491608	0	0,05	0,08333333333333333	0,24996016796437429	0,5	0,2
176	9,999583249282251	0,0022495559771329	0,05	0,08333333333333333	0,24983528915689504	0,5	0,2
177	10,002814796452265	0,007617078510059372	0,05	0,08333333333333333	0,24973883489029156	0,5	0,2
178	10,000658984134583	0,015223683041879354	0,05	0,08333333333333333	0,2497098089204185	0,5	0,2
179	10,00234513142116	0,022969238708093087	0,05	0,08333333333333333	0,24977604696001007	0,5	0,2
180	9,999524483565203	0,028135844736254967	0,05	0,08333333333333333	0,2499389413271331	0,5	0,2
181	9,9997950966776	0,028218777614513614	0,05	0,08333333333333333	0,250165888721607	0,5	0,2
182	9,996956889581956	0,02186548589249995	0,05	0,08333333333333333	0,2503929793142989	0,5	0,2
183	9,997352183649337	0,009656964991074803	0,05	0,08333333333333333	0,2505399305243626	0,5	0,2
184	9,999017538947845	0	0,05	0,08333333333333333	0,25053403049371176	0,5	0,2
185	10,002179363104373	0	0,05	0,08333333333333333	0,25040768300432875	0,5	0,2
186	9,998162220535903	0	0,05	0,08333333333333333	0,25028169125499494	0,5	0,2
187	10,00146599458441	0	0,05	0,08333333333333333	0,2501559639209462	0,5	0,2
188	9,99872080348594	0	0,05	0,08333333333333333	0,25003059239054226	0,5	0,2
189	10,001398431854222	0,0004946722353388111	0,05	0,08333333333333333	0,2499054999077791	0,5	0,2
190	10,00050577838241	0,004108460087891785	0,05	0,08333333333333333	0,24978693847828795	0,5	0,2
191	10,002420911816337	0,010646215971588902	0,05	0,08333333333333333	0,24971387434635464	0,5	0,2
192	10,001070398197603	0,018696171763024697	0,05	0,08333333333333333	0,24972281750284947	0,5	0,2
193	10,001575845777065	0,025756442118166238	0,05	0,08333333333333333	0,2498324599825977	0,5	0,2
194	9,999361535308076	0,029072794725691867	0,05	0,08333333333333333	0,2500300189886038	0,5	0,2
195	9,998831236902076	0,02649023331336693	0,05	0,08333333333333333	0,2502683254534351	0,5	0,2
196	9,996770758192923	0,017392561224041005	0,05	0,08333333333333333	0,25047345113035746	0,5	0,2
197	9,996925886376527	0,00331105120438693	0,05	0,08333333333333333	0,2505642921261977	0,5	0,2
198	10,002811648235543	0	0,05	0,08333333333333333	0,25047914994225606	0,5	0,2
199	9,998152345208652	0	0,05	0,08333333333333333	0,25035298753983004	0,5	0,2
200	10,001496337162168	0	0,05	0,08333333333333333	0,2502270818079476	0,5	0,2
201	9,998627160735465	0	0,05	0,08333333333333333	0,25010153288977893	0,5	0,2
202	10,001245987521473	0	0,05	0,08333333333333333	0,24997626185985564	0,5	0,2
203	9,999815716160008	0,0018481687409689584	0,05	0,08333333333333333	0,24985133677071622	0,5	0,2
204	10,00244954906554	0,00681486708404222	0,05	0,08333333333333333	0,24974982240504248	0,5	0,2
205	10,00091743314917	0,014177368526869571	0,05	0,08333333333333333	0,24971072851017462	0,5	0,2
206	10,002182107624419	0,02199280937520598	0,05	0,08333333333333333	0,24976386897562838	0,5	0,2
207	9,99987935964029	0,02759253513211988	0,05	0,08333333333333333	0,2499145961893095	0,5	0,2
208	9,999797400634051	0,028414678813344807	0,05	0,08333333333333333	0,2501348368703616	0,5	0,2
209	9,997295035302201	0,022923068121721714	0,05	0,08333333333333333	0,2503644963489208	0,5	0,2
210	9,997299410556215	0,01142527920748222	0,05	0,08333333333333333	0,250524749038625	0,5	0,2
211	9,998089758130357	0	0,05	0,08333333333333333	0,250540957763219	0,5	0,2
212	10,003181939359523	0	0,05	0,08333333333333333	0,25041458122783605	0,5	0,2
213	9,997342998209795	0	0,05	0,08333333333333333	0,2502885848660447	0,5	0,2
214	10,002159144348333	0	0,05	0,08333333333333333	0,25016282999078676	0,5	0,2
215	9,998103847817942	0	0,05	0,08333333333333333	0,25003744998716243	0,5	0,2
216	10,001865897529928	0,0003243465102883647	0,05	0,08333333333333333	0,24991233263804108	0,5	0,2
217	10,00002199102587	0,0037674406883034806	0,05	0,08333333333333333	0,24979163008141494	0,5	0,2
218	10,002822386882176	0,01020090279111301	0,05	0,08333333333333333	0,24971428343597388	0,5	0,2
219	10,00074175896156	0,018280045976527506	0,05	0,08333333333333333	0,2497176537893735	0,5	0,2
220	10,00195721992402	0,02552418587447889	0,05	0,08333333333333333	0,24982211054651865	0,5	0,2
221	9,999157641281423	0,02915488502353654	0,05	0,08333333333333333	0,2500167965134318	0,5	0,2
222	9,999157504433073	0,02693938845553774	0,05	0,08333333333333333	0,25025618626512597	0,5	0,2
223	9,996586428004811	0,018144782971581466	0,05	0,08333333333333333	0,25046696083775605	0,5	0,2
224	9,99710889470825	0,0041787449147911125	0,05	0,08333333333333333	0,2505672137997239	0,5	0,2
225	10,002199164518778	0	0,05	0,08333333333333333	0,2504928900767996	0,5	0,2
226	9,99878960781639	0	0,05	0,08333333333333333	0,250366685606047	0,5	0,2
227	10,000960792575512	0	0,05	0,08333333333333333	0,2502407536493263	0,5	0,2
228	9,999086329370142	0	0,05	0,08333333333333333	0,2501151638317794	0,5	0,2
229	10,000837839138551	0	0,05	0,08333333333333333	0,24998986447396562	0,5	0,2
230	10,000010856271494	0,0015089147849870698	0,05	0,08333333333333333	0,24986490028276973	0,5	0,2
231	10,002142033479615	0,006136834898664744	0,05	0,08333333333333333	0,24975910977442223	0,5	0,2
232	10,001134804068556	0,013292998281536227	0,05	0,08333333333333333	0,24971150654816707	0,5	0,2
233	10,002045261434645	0,021167481443718827	0,05	0,08333333333333333	0,24975357723326536	0,5	0,2
234	10,000178453331158	0,027133252399308104	0,05	0,08333333333333333	0,249894018891705	0,5	0,2
235	9,99980011930884	0,028580206020033926	0,05	0,08333333333333333	0,250108589450992	0,5	0,2
236	9,997580188890925	0,023816970566957706	0,05	0,08333333333333333	0,25034042001101614	0,5	0,2
237	9,997255406454208	0,012919961286947057	0,05	0,08333333333333333	0,2505119172034876	0,5	0,2
238	9,997305003658736	0	0,05	0,08333333333333333	0,25054681580729143	0,5	0,2
239	10,004029855150035	0	0,05	0,08333333333333333	0,25042041470272175	0,5	0,2
240	9,99665011759192	0	0,05	0,08333333333333333	0,2502944144422448	0,5	0,2
241	10,002745413738005	0	0,05	0,08333333333333333	0,2501686362719312	0,5	0,2
242	9,997582024095616	0	0,05	0,08333333333333333	0,25004324910521636	0,5	0,2
243	10,002261292886544	0,0001803105446271047	0,05	0,08333333333333333	0,24991811072429435	0,5	0,2
244	9,999612802905204	0,0034790579104040376	0,05	0,08333333333333333	0,24979559777133334	0,5	0,2
245	10,003161955888197	0,009824316629300967	0,05	0,08333333333333333	0,24971462942207362	0,5	0,2
246	10,000463790406952	0,01792814071767026	0,05	0,08333333333333333	0,24971328740926893	0,5	0,2
247	10,002279774326928	0,025327762380779717	0,05	0,08333333333333333	0,2498133583197074	0,5	0,2
248	9,998985181893278	0,02922429510838711	0,05	0,08333333333333333	0,2500056144844075	0,5	0,2
249	9,999433452870866	0,02731922369288071	0,05	0,08333333333333333	0,2502459203197551	0,5	0,2
250	9,996430516573644	0,018780917157427267	0,05	0,08333333333333333	0,25046147210953024	0,5	0,2
251	9,997263684913626	0,004912531547872589	0,05	0,08333333333333333	0,2505696851767263	0,5	0,2
252	10,001681180561896	0	0,05	0,08333333333333333	0,2505045098442882	0,5	0,2
253	9,999328544250462	0	0,05	0,08333333333333333	0,2503782697929095	0,5	0,2
254	10,00050787866456	0	0,05	0,08333333333333333	0,2502523156611646	0,5	0,2
255	9,999474652137655	0	0,05	0,08333333333333333	0,25012669125220743	0,5	0,2
256	10,000492664624165	0	0,05	0,08333333333333333	0,2500013679402435	0,5	0,2
257	10,00017589255972	0,0012220143081108858	0,05	0,08333333333333333	0,2498763706785658	0,5	0,2
258	10,001881964586929	0,00556343631538141	0,05	0,08333333333333333	0,24976696440893564	0,5	0,2
259	10,001318630832065	0,012545088531422267	0,05	0,08333333333333333	0,24971216508882707	0,5	0,2
260	10,001929525561756	0,020469484749580148	0,05	0,08333333333333333	0,2497448745153041	0,5	0,2
261	10,000431389931913	0,026744792265894546	0,05	0,08333333333333333	0,24987661658277785	0,5	0,2
262	9,999802431160271	0,028720153940112424	0,05	0,08333333333333333	0,25008639088838536	0,5	0,2
263	9,99782135316954	0,024572947903288164	0,05	0,08333333333333333	0,2503200573939572	0,5	0,2
264	9,997218195948218	0,014184053455254994	0,05	0,08333333333333333	0,2505010652968094	0,5	0,2
265	9,996641308662443	0	0,05	0,08333333333333333	0,25055177205053564	0,5	0,2
266	10,004746966369893	0	0,05	0,08333333333333333	0,25042535015919815	0,5	0,2
267	9,996064124799561	0	0,05	0,08333333333333333	0,25029934659726727	0,5	0,2
268	10,00324124194327	0	0,05	0,08333333333333333	0,2501735487182989	0,5	0,2
269	9,997140699785547	0	0,05	0,08333333333333333	0,2500481554894824	0,5	0,2
270	10,002595669037566	5,8447729209376575e-05	0,05	0,08333333333333333	0,24992299931485099	0,5	0,2
271	9,999266740798706	0,0032350694692517834	0,05	0,08333333333333333	0,24979895483604603	0,5	0,2
272	10,003449128562973	0,009505697732002005	0,05	0,08333333333333333	0,24971492217530297	0,5	0,2
273	10,000228721717006	0,01763040229129302	0,05	0,08333333333333333	0,24970959342265162	0,5	0,2
274	10,002552574906705	0,02516156517964205	0,05	0,08333333333333333	0,24980595326301666	0,5	0,2
275	9,998839362262274	0,02928301324173716	0,05	0,08333333333333333	0,24999615352054522	0,5	0,2
276	9,999666846025756	0,02764059155767668	0,05	0,08333333333333333	0,2502372344148494	0,5	0,2
277	9,99629867569395	0,019319136540944012	0,05	0,08333333333333333	0,2504568281741584	0,5	0,2
278	9,997394585010579	0,005533373156698926	0,05	0,08333333333333333	0,25057177658032415	0,5	0,2
279	10,001242982599255	0	0,05	0,08333333333333333	0,25051434114635895	0,5	0,2
280	9,99978447606825	0	0,05	0,08333333333333333	0,25038807098865395	0,5	0,2
281	10,000124723044092	0	0,05	0,08333333333333333	0,250262098096165	0,5	0,2
282	9,999803163571098	0	0,05	0,08333333333333333	0,2501364444181155	0,5	0,2
283	10,00020065555174	0	0,05	0,08333333333333333	0,25001110083985195	0,5	0,2
284	10,000315493706594	0,000979272378495466	0,05	0,08333333333333333	0,24988607559645323	0,5	0,2
285	10,001661954175594	0,005078292929455585	0,05	0,08333333333333333	0,24977361043854931	0,5	0,2
286	10,001474131889468	0,01191228322900173	0,05	0,08333333333333333	0,24971272267696357	0,5	0,2
287	10,001831626330832	0,01987889729417134	0,05	0,08333333333333333	0,24973751186282261	0,5	0,2
288	10,000645369362312	0,02641608391542363	0,05	0,08333333333333333	0,24986189241620904	0,5	0,2
289	9,999804418876295	0,028838536441491414	0,05	0,08333333333333333	0,2500676078709423	0,5	0,2
290	9,99802538938763	0,025212583628152884	0,05	0,08333333333333333	0,25030282767163636	0,5	0,2
291	9,997186732677102	0,015253630833383623	0,05	0,08333333333333333	0,25049188347556905	0,5	0,2
292	9,996501918140375	0,0008443964115940599	0,05	0,08333333333333333	0,250555967030267	0,5	0,2
293	10,004467133097897	0	0,05	0,08333333333333333	0,2504400680525969	0,5	0,2
294	9,99641690488249	0	0,05	0,08333333333333333	0,25031402418793736	0,5	0,2
295	10,002951072885853	0	0,05	0,08333333333333333	0,25018819404132914	0,5	0,2
296	9,997382035051025	0	0,05	0,08333333333333333	0,25006276057255666	0,5	0,2
297	10,002352749089866	0	0,05	0,08333333333333333	0,249937570896907	0,5	0,2
