e	de	dde	u1
0,15 	 0,0 	 0,0 	 0,75 
0,14808333333333334 	 0,0 	 -0,0019166666666666499 	 1,4900333333333333 
0,14454435706401764 	 -0,0019166666666666499 	 -0,0019166666666666499 	 2,210455118653422 
0,14099409124649565 	 -0,003538976269315708 	 -0,001622309602649058 	 2,9115621366960545 
0,13752047956554192 	 -0,0035502658175219914 	 -1,1289548206283584e-05 	 3,595612010796601 
0,13406433430038428 	 -0,0034736116809537254 	 7,665413656826603e-05 	 4,262475401444882 
0,13066123193557425 	 -0,0034561452651576396 	 1,7466415796085766e-05 	 4,912328909140754 
0,12728026865390843 	 -0,0034031023648100345 	 5,304290034760517e-05 	 5,545337758625556 
0,12394933783071566 	 -0,0033809632816658164 	 2,2139083144218086e-05 	 6,161707912314098 
0,12064272607429397 	 -0,0033309308231927737 	 5,003245847304272e-05 	 6,76160061835407 
0,11738223497988953 	 -0,00330661175642169 	 2,431906677108353e-05 	 7,34521004531045 
0,11414802084553394 	 -0,003260491094404433 	 4,6120662017257175e-05 	 7,912698882576119 
0,11095680517782139 	 -0,0032342141343555952 	 2,6276960048837728e-05 	 8,46425394972288 
0,10779315979015197 	 -0,003191215667712549 	 4,2998466643046074e-05 	 9,000037132699255 
0,10466994597524354 	 -0,003163645387669417 	 2,757028004313211e-05 	 9,520228731243812 
0,10157515212318369 	 -0,003123213814908432 	 4,043157276098497e-05 	 10,024989364359374 
0,09851864822079387 	 -0,0030947938520598517 	 2,8419962848580393e-05 	 10,514493495603853 
0,09549106835614682 	 -0,0030565039023898177 	 3,828994967003396e-05 	 10,988899991472131 
0,09249997108180627 	 -0,003027579864647051 	 2,892403774276686e-05 	 11,448378051824063 
0,08953803810270147 	 -0,0029910972743405484 	 3,648259030650247e-05 	 11,89308444158129 
0,08661104185432461 	 -0,0029619329791047977 	 2,9164295235750703e-05 	 12,323183550732857 
0,08371324935635271 	 -0,002926996248376862 	 3,4936730727935794e-05 	 12,738829788612389 
0,08084905318167307 	 -0,002897792497971896 	 2,920375040496581e-05 	 13,140183102772863 
0,07801394804333522 	 -0,002864196174679645 	 3,359632329225093e-05 	 13,527395366079517 
0,07521126083635654 	 -0,0028351051383378456 	 2,9091036341799548e-05 	 13,90062238333023 
0,07243743734166622 	 -0,0028026872069786823 	 3,2417931359163266e-05 	 14,260013366417855 
0,06969498174290989 	 -0,002773823494690325 	 2,886371228835727e-05 	 14,605720224380171 
0,06698107690631397 	 -0,002742455598756327 	 3,1367895933998025e-05 	 14,937889426892172 
0,0642975921899506 	 -0,0027139048365959206 	 2,8550762160406418e-05 	 15,25666919315776 
0,06164228201291111 	 -0,0026834847163633713 	 3,0420120232549364e-05 	 15,562203202529998 
0,05901652619271394 	 -0,0026553101770394882 	 2,817453932388303e-05 	 15,854636158224393 
0,0564185226421923 	 -0,0026257558201971676 	 2,955435684232066e-05 	 16,134108926486526 
0,05384927397512265 	 -0,0025980035505216437 	 2,775226967552391e-05 	 16,400762843265554 
0,05130732252248585 	 -0,0025692486670696457 	 2,8754883451997948e-05 	 16,654735958187604 
0,048793380548552145 	 -0,0025419514526368037 	 2,7297214432842054e-05 	 16,896166368920614 
0,046306258144180185 	 -0,0025139419739337032 	 2,8009478703100443e-05 	 17,125189319563322 
0,043846444369964904 	 -0,002487122404371961 	 2,6819569561742362e-05 	 17,341939782922687 
0,041412957757214985 	 -0,0024598137742152804 	 2,7308630156680502e-05 	 17,546550219660578 
0,039006116066206076 	 -0,002433486612749919 	 2,6327161465361515e-05 	 17,73915257881115 
0,03662510036026548 	 -0,0024068416910089097 	 2,6644921741009187e-05 	 17,919876567905817 
0,03427009721431826 	 -0,002381015705940598 	 2,5825985068311796e-05 	 18,088851203468483 
0,03194041468835873 	 -0,002355003145947221 	 2,6012559993376927e-05 	 18,246203476276328 
0,029636139170035186 	 -0,0023296825259595255 	 2,5320619987695414e-05 	 18,392059553724543 
0,027356678204113805 	 -0,0023042755183235453 	 2,540700763598025e-05 	 18,526543750628317 
0,025102041938351194 	 -0,0022794609659213816 	 2,481455240216368e-05 	 18,649779462264632 
0,022871716096568157 	 -0,0022546362657626107 	 2,4824700158770918e-05 	 18,761888371421744 
0,020665653081383323 	 -0,0022303258417830374 	 2,431042397957328e-05 	 18,862991173071674 
0,01848340029058368 	 -0,0022060630151848337 	 2,426282659820367e-05 	 18,953206964074727 
0,01632486665974822 	 -0,0021822527907996436 	 2,3810224385190093e-05 	 19,032653806627547 
0,014189648469065258 	 -0,0021585336308354575 	 2,3719159964186165e-05 	 19,10144825917403 
0,01207762220444722 	 -0,0021352181906829637 	 2,331544015249376e-05 	 19,159705815093616 
0,009988423109630717 	 -0,0021120262646180388 	 2,3191926064924928e-05 	 19,207540542762366 
0,007921903716843787 	 -0,002089199094816502 	 2,2827169801536984e-05 	 19,24506542768573 
0,005877730536909154 	 -0,0020665193927869308 	 2,2679702029571036e-05 	 19,272392096917894 
0,003855738694773986 	 -0,002044173179934633 	 2,2346212852297764e-05 	 19,2896310864544 
0,0018556199912863058 	 -0,002021991842135168 	 2,2181337799465073e-05 	 19,296891630836257 
-0,00012280281681703586 	 -0,00200011870348768 	 2,1873138647487966e-05 	 19,294281872676414 
-0,0020798172853608854 	 -0,0019784228081033417 	 2,169589538433825e-05 	 19,281908702620584 
-0,003733666890017695 	 -0,0019570144685438495 	 2,1408339559492173e-05 	 19,261287635369865 
-0,004489636020143906 	 -0,0016538496046568096 	 0,0003031648638870399 	 19,237246238637265 
-0,0043533155054855666 	 -0,0007559691301262106 	 0,000897880474530599 	 19,214903268074618 
-0,004217647892899745 	 0,00013632051465833905 	 0,0008922896447845496 	 19,194129807053734 
-0,004081926800394486 	 0,00013566761258582138 	 -6,529020725176693e-07 	 19,173855710083934 
-0,003946860851559597 	 0,00013572109250525877 	 5,3479919437382506e-08 	 19,154257137614625 
-0,0038118723776607855 	 0,00013506594883488932 	 -6,551436703694513e-07 	 19,135332710646423 
-0,003677451655649311 	 0,00013498847389881163 	 -7,747493607768163e-08 	 19,117080425347087 
-0,003543160688706526 	 0,0001344207220114746 	 -5,677518873370424e-07 	 19,09949892907519 
-0,003409388937549218 	 0,00013429096694278497 	 -1,2975506868961872e-07 	 19,082586249403374 
-0,0032757890430399894 	 0,00013377175115730777 	 -5,192157854772006e-07 	 19,066340972096175 
-0,0031426672634143893 	 0,0001335998945092287 	 -1,7185664807906065e-07 	 19,050761201302283 
-0,0030097504970765243 	 0,00013312177962560012 	 -4,781148836285887e-07 	 19,03584547497355 
-0,002877279376195474 	 0,00013291676633786498 	 -2,0501328773514516e-07 	 19,02159195385625 
-0,0027450389120914354 	 0,00013247112088105029 	 -4,456454568146917e-07 	 19,007999141287584 
-0,002613218204101986 	 0,00013224046410403867 	 -2,3065677701161746e-07 	 18,99506524459982 
-0,0024816479864436247 	 0,00013182070798944956 	 -4,1975611458910933e-07 	 18,98278874142437 
-0,002350476815306979 	 0,00013157021765836108 	 -2,5049033108848207e-07 	 18,971167877467426 
-0,0022195713884379797 	 0,0001311711711366459 	 -3,9904652171518507e-07 	 18,96020111188707 
-0,002089048376159308 	 0,00013090542686899909 	 -2,657442676468058e-07 	 18,94988672228429 
-0,0019588027626034066 	 0,00013052301227867158 	 -3,824145903275067e-07 	 18,940223155000634 
-0,0018289261400737944 	 0,00013024561355590158 	 -2,773987227699948e-07 	 18,931208714434078 
-0,001699335741307706 	 0,00012987662252961218 	 -3,689910262894003e-07 	 18,922841838551864 
-0,0015701034351440213 	 0,00012959039876608847 	 -2,862237635237186e-07 	 18,91512085453016 
-0,001441163954056246 	 0,00012923230616368464 	 -3,5809260240382557e-07 	 18,90804419544752 
-0,0013125736548775246 	 0,0001289394810877753 	 -2,9282507590933093e-07 	 18,901610208089206 
-0,0011842810347594823 	 0,00012859029917872133 	 -3,4918190905397495e-07 	 18,895817323378207 
-0,0010563302509132289 	 0,00012829262011804232 	 -2,976790606790125e-07 	 18,890663905207948 
-0,0009286806274814152 	 0,00012795078384625347 	 -3,4183627178885345e-07 	 18,886148384487132 
-0,0008013667272989689 	 0,00012764962343181363 	 -3,011604144398383e-07 	 18,882269140241988 
-0,0006743563909568651 	 0,00012731390018244637 	 -3,3572324936725906e-07 	 18,879024605042737 
-0,0005476766359822638 	 0,0001270103363421038 	 -3,0356384034258e-07 	 18,8764131714864 
-0,00042130200213047475 	 0,00012667975497460127 	 -3,3058136750252487e-07 	 18,874433275114452 
-0,00029525357324550194 	 0,00012637463385178904 	 -3,0512112281222414e-07 	 18,87308332085785 
-0,00016951115891894464 	 0,0001260484288849728 	 -3,262049668162348e-07 	 18,872361748251148 
-4,4091176878424676e-05 	 0,0001257424143265573 	 -3,060145584155016e-07 	 18,87226697357817 
8,102241764249007e-05 	 0,00012541998204051996 	 -3,224322860373441e-07 	 18,872797441161968 
0,00020390776802953203 	 0,00012511359452091475 	 -3,0638751960521127e-07 	 18,873942032319132 
0,00028547862204422736 	 0,00012288535038704196 	 -2,228244133872792e-06 	 18,875491865130915 
0,00028756604937602015 	 8,157085401469533e-05 	 -4,131449637234663e-05 	 18,877003003332536 
0,0001881413231658302 	 2,0874273317927905e-06 	 -7,948342668290254e-05 	 18,87792990069036 
-3,866118099771221e-06 	 -9,942472621018994e-05 	 -0,00010151215354198273 	 18,877790842942943 
-0,00024443278925112555 	 -0,00019200744126560143 	 -9,258271505541149e-05 	 18,87635815501241 
-0,0004608838615608457 	 -0,00024056667115135433 	 -4,85592298857529e-05 	 18,873803457187478 
-0,0005704075670858733 	 -0,00021645107230972016 	 2,4115598841634167e-05 	 18,870739791399508 
-0,0005066326615189021 	 -0,00010952370552502755 	 0,00010692736678469261 	 18,868118489859746 
-0,00038039515675281077 	 6,377490556697119e-05 	 0,00017329861109199873 	 18,866314948703767 
-0,00025442889709620387 	 0,0001262375047660913 	 6,246259919912012e-05 	 18,865181534242893 
-0,0001288052953091201 	 0,0001259662596566069 	 -2,7124510948439706e-07 	 18,86466341977698 
-3,471267845667203e-06 	 0,00012562360178708376 	 -3,4265786952314414e-07 	 18,864771618507966 
0,00012152643720239609 	 0,0001253340274634529 	 -2,89574323630859e-07 	 18,865504526806575 
0,00023159876605835517 	 0,0001249977050480633 	 -3,363224153896116e-07 	 18,866787451077432 
0,0002877137803675711 	 0,00011007232885595908 	 -1,4925376192104212e-05 	 18,868333107232885 
0,00025671748062619515 	 5,611501430921595e-05 	 -5,395731454674313e-05 	 18,869662018187416 
0,00012657188782785878 	 -3,0996299741375966e-05 	 -8,711131405059191e-05 	 18,870246459064003 
-8,232867945395794e-05 	 -0,00013014559279833637 	 -9,914929305696041e-05 	 18,869684840215324 
-0,000316326428165703 	 -0,00020890056728181672 	 -7,875497448348034e-05 	 18,867878556512316 
-0,0004990789521769345 	 -0,00023399774871174506 	 -2,509718142992834e-05 	 18,865144144566433 
-0,0005526795570651721 	 -0,00018275252401123154 	 5,1245224700513514e-05 	 18,862208243302035 
-0,0004262518891849365 	 -5,360060488823759e-05 	 0,00012915191912299395 	 18,860049213635047 
-0,0003002494719317461 	 0,00012642766788023563 	 0,00018002827276847322 	 18,858710399597822 
-0,0001744464348796826 	 0,0001260024172531904 	 -4,252506270452372e-07 	 18,857964084790552 
-4,9053472828075595e-05 	 0,00012580303705206353 	 -1,9938020112686416e-07 	 18,857844580587425 
7,610717764519603e-05 	 0,000125392962051607 	 -4,1007500045653345e-07 	 18,858350427422703 
0,0002004307664235372 	 0,00012516065047327163 	 -2,3231157833536464e-07 	 18,85947769544298 
0,00028502454150361456 	 0,00012432358877834115 	 -8,370616949304743e-07 	 18,861026974326936 
0,0002910824240759946 	 8,459377508007737e-05 	 -3,972981369826378e-05 	 18,862559034259657 
0,00019540081406327348 	 6,057882572380047e-06 	 -7,853589250769732e-05 	 18,863526389034046 
5,577477060397795e-06 	 -9,568161001272113e-05 	 -0,00010173949258510118 	 18,863438246910817 
-0,0002356463115088525 	 -0,00018982333700287568 	 -9,414172699015455e-05 	 18,862051363670872 
-0,00045597859055024337 	 -0,0002412237885692503 	 -5,140045156637463e-05 	 18,859519966839237 
-0,0005721593924234436 	 -0,00022033227904139085 	 2,0891509527859453e-05 	 18,856443015899984 
-0,0005161397457782435 	 -0,00011618080187320023 	 0,00010415147716819062 	 18,853766966664654 
-0,0003898637003728056 	 5,6019646645200094e-05 	 0,00017220044851840033 	 18,85190810789914 
-0,00026388771348728746 	 0,0001262760454054379 	 7,025639876023781e-05 	 18,85072899665686 
-0,000138228382043748 	 0,00012597598688551814 	 -3,0005851991976584e-07 	 18,85016377072182 
-1,288136195420897e-05 	 0,00012565933144353947 	 -3,166554419786749e-07 	 18,850224959912406 
0,0001121492354295428 	 0,00012534702008953902 	 -3,123113540004496e-07 	 18,85091099064737 
0,0002251737388027364 	 0,00012503059738375177 	 -3,1642270578724485e-07 	 18,85216182665423 
0,000287175321613653 	 0,00011302450337319359 	 -1,2006094010558188e-05 	 18,85370832654687 
0,000263834967681037 	 6,200158281091661e-05 	 -5,1022920562276974e-05 	 18,855079298383973 
0,00014080098014904174 	 -2,334035393261602e-05 	 -8,534193674353263e-05 	 18,855742894543436 
-6,417174255723967e-05 	 -0,00012303398753199524 	 -9,969363359937922e-05 	 18,8552790631164 
-0,0002996758913695885 	 -0,00020497272270628142 	 -8,193873517428618e-05 	 18,85355932318981 
-0,0004902038454348001 	 -0,00023550414881234882 	 -3,0531426106067405e-05 	 18,8508666935286 
-0,0005567345946025926 	 -0,0001905279540652116 	 4,497619474713721e-05 	 18,847901487840474 
-0,00044364679590164213 	 -6,653074916779245e-05 	 0,00012399720489741917 	 18,84564152255278 
-0,00031759233107458984 	 0,00011308779870095043 	 0,00017961854786874287 	 18,84420257240568 
-0,0001917550363567111 	 0,0001260544648270523 	 1,2966666126101867e-05 	 18,84337244502195 
-6,631119624800341e-05 	 0,00012583729471787874 	 -2,1717010917354784e-07 	 18,843166682901405 
5,888610709747777e-05 	 0,00012544384010870768 	 -3,9345460917106223e-07 	 18,84358647858608 
0,00018371063226013673 	 0,00012519730334548118 	 -2,465367632265014e-07 	 18,844630179743373 
0,00027417257643580495 	 0,00012482452516265896 	 -3,7277818282221986e-07 	 18,84612579259508 
0,00029127851119792325 	 9,046194417566822e-05 	 -3,436258098699074e-05 	 18,847665774579045 
0,00020953326667902394 	 1,7105934762118302e-05 	 -7,335600941354992e-05 	 18,84871587564532 
3,223619207778916e-05 	 -8,174524451889931e-05 	 -9,885117928101761e-05 	 18,84877554112533 
-0,00020264851434120823 	 -0,00017729707460123478 	 -9,555183008233548e-05 	 18,847565891113007 
-0,0004266979013631822 	 -0,0002348847064189974 	 -5,758763181776261e-05 	 18,84518599937341 
-0,0005579040302639005 	 -0,00022404938702197397 	 1,0835319397023424e-05 	 18,842174596898946 
-0,0005258340838033004 	 -0,00013120612890071826 	 9,284325812125571e-05 	 18,839432789002654 
